"template_id","segment_id","lifecycle_stage","goal_id","theme","message_title_en","message_title_hi","message_body_en","message_body_hi","cta_text_en","cta_text_hi","tone_used","hook_type","feature_reference","iteration"
"Inactive_Socialite_Day_1_Unpredictability_T1","0","inactive","Day_1","unpredictability","Ace Your Next Big Conversation!","Apni next big conversation ace karo!","Practice real-world scenarios for interviews or presentations. Boost your career confidence!","Interviews ya presentations ke liye real-world scenarios practice karo. Career confidence badhao!","Start Role Practice","Role Practice Shuru Karo","Motivational","Role-Based Practice","role_based_practice","1"
"Inactive_Socialite_Day_1_Unpredictability_T2","0","inactive","Day_1","unpredictability","Challenge Accepted? See Your Rivals!","Challenge accept kiya? Rivals dekho!","Friends are climbing the ranks. Find out if you're still ahead!","Friends ranks climb kar rahe hain. Dekho kya tum abhi bhi aage ho!","View Leaderboard","Leaderboard Dekho","Motivational","leaderboards_social","leaderboards","0"
"Inactive_Socialite_Day_1_Unpredictability_T3","0","inactive","Day_1","unpredictability","Your next step to fluency is waiting!","Fluency ka next step ready hai!","A quick daily lesson can reignite your English journey. Start now!","Ek quick daily lesson aapki English journey phir shuru karega. Abhi shuru karo!","Start Lesson","Lesson Shuru Karo","Encouraging","Daily Lessons","daily_lessons","1"
"Inactive_Socialite_Day_1_Unpredictability_T4","0","inactive","Day_1","unpredictability","Friends Are Competing! Join The Fun.","Friends compete kar rahe hain! Masti mein join karo.","Others are making progress. Don't miss out on seeing your current standing!","Sab progress kar rahe hain. Apna current standing dekhna miss mat karo!","See Friend Ranks","Friends Ke Ranks Dekho","Celebratory","leaderboards_social","leaderboards","0"
"Inactive_Socialite_Day_1_Unpredictability_T5","0","inactive","Day_1","unpredictability","Rank Update: See Your New Position!","Rank Update: Apni nayi position dekho!","Quickly check your global leaderboard standing. Your progress matters!","Jaldi se apna global leaderboard standing check karo. Tumhara progress important hai!","Check My Spot","Apna Spot Dekho","Supportive","leaderboards_social","leaderboards","0"
"Inactive_Socialite_Day_7_Unpredictability_T1","0","inactive","Day_7","unpredictability","Your Rank Changed? See Now!","Kya aapka rank badla? Abhi dekho!","The leaderboard is live! See your new position & challenge others to climb.","Leaderboard live hai! Apni nayi position dekho, aur dusro ko challenge karo.","Climb Higher!","Upar Chadho!","Motivational","leaderboards_social","leaderboards","1"
"Inactive_Socialite_Day_7_Unpredictability_T2","0","inactive","Day_7","unpredictability","Need a practice partner?","Practice partner chahiye?","Sia is here 24/7. Practice English without pressure!","Sia hai 24/7. Bina tension ke English practice karo!","Chat with Sia","Sia se baat karein","Supportive","Sia Chat","sia_chat","1"
"Inactive_Socialite_Day_7_Unpredictability_T3","0","inactive","Day_7","unpredictability","Who's Ruling the Leaderboard?","Leaderboard pe Top pe kaun?","Your friends are racing ahead! See if they've passed your rank.","Tumhare friends aage nikal gaye hain! Dekho, kya tumhari rank unse peeche reh gayi?","View Rankings Now","Abhi Rankings Dekho","Friendly","leaderboards_social","leaderboards","1"
"Inactive_Socialite_Day_7_Unpredictability_T4","0","inactive","Day_7","unpredictability","Friends Are Competing! Join The Fun.","Friends compete kar rahe hain! Masti mein join karo.","Others are making progress. Don't miss out on seeing your current standing!","Sab progress kar rahe hain. Apna current standing dekhna miss mat karo!","See Friend Ranks","Friends Ke Ranks Dekho","Celebratory","leaderboards_social","leaderboards","0"
"Inactive_Socialite_Day_7_Unpredictability_T5","0","inactive","Day_7","unpredictability","Rank Update: See Your New Position!","Rank Update: Apni nayi position dekho!","Quickly check your global leaderboard standing. Your progress matters!","Jaldi se apna global leaderboard standing check karo. Tumhara progress important hai!","Check My Spot","Apna Spot Dekho","Supportive","leaderboards_social","leaderboards","0"
"Inactive_Socialite_Day_14_Unpredictability_T1","0","inactive","Day_14","unpredictability","Your Rank Just Changed! See Who's Ahead.","Aapka rank badal gaya! Dekho kaun aage hai.","Your position on the leaderboard is dynamic. Check now to climb higher!","Leaderboard par aapki position badalti rehti hai. Abhi check karke aage badho!","Check My Rank","Apna Rank Dekho","Encouraging","Leaderboards","leaderboards","1"
"Inactive_Socialite_Day_14_Unpredictability_T2","0","inactive","Day_14","unpredictability","Challenge Accepted? See Your Rivals!","Challenge accept kiya? Rivals dekho!","Friends are climbing the ranks. Find out if you're still ahead!","Friends ranks climb kar rahe hain. Dekho kya tum abhi bhi aage ho!","View Leaderboard","Leaderboard Dekho","Motivational","leaderboards_social","leaderboards","0"
"Inactive_Socialite_Day_14_Unpredictability_T3","0","inactive","Day_14","unpredictability","Major Leaderboard Shake-Up!","Leaderboard mein halchal!","Your friends are climbing fast! See if your global rank is safe.","Tumhare friends speed pakad rahe hain! Dekho global rank kahan hai.","Reveal My New Rank","Naya Rank Dekho","Friendly","Leaderboards","leaderboards","1"
"Inactive_Socialite_Day_14_Unpredictability_T4","0","inactive","Day_14","unpredictability","Friends Are Rising! See Your Rank.","Friends aage badh rahe hain! Apna Rank dekho.","Your friends are moving up the leaderboard. Don't miss your current standing!","Aapke friends leaderboard par aage badh rahe hain. Apna current standing miss mat karo!","Check Ranks Now","Ranks Abhi Dekho","Motivational","leaderboards","leaderboards","1"
"Inactive_Socialite_Day_14_Unpredictability_T5","0","inactive","Day_14","unpredictability","Your personal AI friend is waiting!","Aapka AI dost wait kar raha hai!","Sia is always here for fun, pressure-free English conversations. Come say hi!","Sia hamesha available hai, fun aur pressure-free English conversations ke liye. Aao, hi bolo!","Chat with Sia","Sia se chat karo","Friendly","Sia Chat","sia_chat","1"
"Inactive_Socialite_Day_30_Unpredictability_T1","0","inactive","Day_30","unpredictability","Missed practice? Sia is here to chat!","Practice chhuti? Sia chat ke liye ready!","No pressure, just fun practice. Restart your fluency journey anytime.","Koi pressure nahi, bas fun practice. Apni fluency journey abhi shuru karo.","Chat with Sia Now","Sia se chat karo","Supportive","Sia Chat","sia_chat","1"
"Inactive_Socialite_Day_30_Unpredictability_T2","0","inactive","Day_30","unpredictability","Friends Are Surging! Where's Your Rank?","Friends aage nikal rahe hain! Tumhara rank kahaan?","They're climbing the leaderboard fast. See if you've been left behind!","Leaderboard par tezi se upar ja rahe hain. Dekho kahin peeche toh nahi reh gaye!","Check Ranks Now","Rank Dekho Abhi","Motivational","Leaderboards","leaderboards","1"
"Inactive_Socialite_Day_30_Unpredictability_T3","0","inactive","Day_30","unpredictability","Leaderboard Shake-Up? See Your Rank!","Leaderboard mein kya badla?","Your friends are active! Don't lose your spot on the global leaderboard. Check now!","Friends active hain! Global leaderboard mein apni jagah mat gavao. Abhi dekho!","View Leaderboard","Leaderboard Dekho","Friendly","leaderboards_social","leaderboards","1"
"Inactive_Socialite_Day_30_Unpredictability_T4","0","inactive","Day_30","unpredictability","Friends Are Competing! Join The Fun.","Friends compete kar rahe hain! Masti mein join karo.","Others are making progress. Don't miss out on seeing your current standing!","Sab progress kar rahe hain. Apna current standing dekhna miss mat karo!","See Friend Ranks","Friends Ke Ranks Dekho","Celebratory","leaderboards_social","leaderboards","0"
"Inactive_Socialite_Day_30_Unpredictability_T5","0","inactive","Day_30","unpredictability","Leaderboard Update: Climb Higher!","Leaderboard Update: Aur Upar Chado!","Your rank just changed! See where you stand. Challenge peers.","Tumhara rank badal gaya hai! Dekho kahan ho. Doston ko challenge karo.","See My Rank","Rank Dekho","Motivational","leaderboards_social","leaderboards","1"
"Inactive_Social_Learners_Day_1_Social_Influence_T1","1","inactive","Day_1","social_influence","Unlock Your Speaking Potential Today!","Apni speaking potential unlock karo!","Complete your daily lesson to refine your skills and impress everyone with your fluency.","Aaj ka daily lesson complete karo, skills improve karo aur sabko impress karo.","Start Lesson","Lesson Shuru Karo","Motivational","daily_lessons","daily_lessons","0"
"Inactive_Social_Learners_Day_1_Social_Influence_T2","1","inactive","Day_1","social_influence","Feeling Stuck with English Speaking?","English bolne mein atak rahe ho?","Sia's instant feedback helps you speak fluently, shine in every chat. Try it now!","Sia ka instant feedback aapko confidently bolne mein help karega, har conversation mein shine karo. Abhi try karo!","Chat with Sia","Sia se baat karo","Empathetic","ai_tutor_sia","ai_tutor_sia","1"
"Inactive_Social_Learners_Day_1_Social_Influence_T3","1","inactive","Day_1","social_influence","Friends Are Active! See Your Rank.","Dost active hain! Apna rank dekho.","Your friends are scoring high! See your spot on the leaderboard in minutes.","Aapke dost high score kar rahe hain! Leaderboard par apni jagah dekho.","Climb The Leaderboard","Leaderboard Par Aage Badho","Motivational","Leaderboards","leaderboards","1"
"Inactive_Social_Learners_Day_1_Social_Influence_T4","1","inactive","Day_1","social_influence","Your friends are shining on the leaderboard!","Aapke friends leaderboard par chamak rahe hain!","They're making progress! Start your lesson to join the fun and climb up.","Wo aage badh rahe hain! Apna lesson shuru karo aur competition join karo.","Challenge Friends","Friends ko Challenge karo","Encouraging","Leaderboards","daily_lessons","1"
"Inactive_Social_Learners_Day_1_Social_Influence_T5","1","inactive","Day_1","social_influence","Ready for a Quick Win?","Ek quick win ke liye ready ho?","Your daily lesson with pronunciation feedback is waiting to make you sound amazing.","Daily lesson aur pronunciation feedback se apni awaaz behtar banao!","Practice Now","Abhi Practice Karo","Supportive","pronunciation_coach","daily_lessons","0"
"Inactive_Social_Learners_Day_7_Social_Influence_T1","1","inactive","Day_7","social_influence","Unlock Your Speaking Potential Today!","Apni speaking potential unlock karo!","Complete your daily lesson to refine your skills and impress everyone with your fluency.","Aaj ka daily lesson complete karo, skills improve karo aur sabko impress karo.","Start Lesson","Lesson Shuru Karo","Motivational","daily_lessons","daily_lessons","0"
"Inactive_Social_Learners_Day_7_Social_Influence_T2","1","inactive","Day_7","social_influence","Missing That Confident Spark?","Confidence ki kami mehsoos ho rahi hai?","Sia's daily lessons help you speak effortlessly, so you can shine in every conversation.","Sia ke daily lessons se confidently bolo, har conversation mein shine karo.","Chat with Sia","Sia se baat karo","Empathetic","ai_tutor_sia","daily_lessons","0"
"Inactive_Social_Learners_Day_7_Social_Influence_T3","1","inactive","Day_7","social_influence","Don't Miss Out!","Miss mat karo!","Your friends are climbing the leaderboard. Jump back in and rise!","Aapke friends leaderboard pe aage badh rahe hain. Come back & rise!","See Ranks","Rank dekho","Motivational","Leaderboards","leaderboard","1"
"Inactive_Social_Learners_Day_7_Social_Influence_T4","1","inactive","Day_7","social_influence","Your Friends Are Dominating!","Aapke friends top par hain!","They're climbing the leaderboard. Start your quick lesson now to join them and compete!","Leaderboard pe aage badh rahe hain. Abhi quick lesson shuru karo, unhe join karo!","Compete Now","Abhi Compete Karo","Motivational","leaderboards","daily_lessons","1"
"Inactive_Social_Learners_Day_7_Social_Influence_T5","1","inactive","Day_7","social_influence","Boost Your Speaking Confidence Today!","Apni speaking confidence badhao!","Get instant pronunciation feedback to sound clearer and impress everyone in conversations.","Instant pronunciation feedback se apni awaaz sudharo aur sabko impress karo.","Practice Now","Abhi Practice Karein","Motivational","Pronunciation Coach","pronunciation_coach","1"
"Inactive_Social_Learners_Day_14_Social_Influence_T1","1","inactive","Day_14","social_influence","Unlock Your Speaking Potential Today!","Apni speaking potential unlock karo!","Complete your daily lesson to refine your skills and impress everyone with your fluency.","Aaj ka daily lesson complete karo, skills improve karo aur sabko impress karo.","Start Lesson","Lesson Shuru Karo","Motivational","daily_lessons","daily_lessons","0"
"Inactive_Social_Learners_Day_14_Social_Influence_T2","1","inactive","Day_14","social_influence","Your Spot on the Leaderboard Awaits!","Leaderboard pe aapki jagah intezaar kar rahi hai!","Don't let others overtake you. Practice daily to climb ranks & shine!","Peeche mat raho! Daily practice karo, rank badhao aur shine karo.","Check Your Rank","Apni Rank dekho","Motivational","Leaderboards","leaderboards","1"
"Inactive_Social_Learners_Day_14_Social_Influence_T3","1","inactive","Day_14","social_influence","Friends Are Topping The Leaderboard!","Dosto ne leaderboard par top kiya!","A quick lesson will boost your score. See where you stand among them!","Ek quick lesson se score badhao. Dekho, apne friends se aage niklo!","Check Your Rank!","Apna Rank Dekho!","Motivational","Leaderboards","leaderboard","1"
"Inactive_Social_Learners_Day_14_Social_Influence_T4","1","inactive","Day_14","social_influence","Sia Misses You! Ready to Chat?","Sia ko aapki yaad aa rahi hai! Chat karein?","Our AI tutor is waiting to help you practice English, anytime. No pressure!","Hamari AI tutor aapka wait kar rahi hai English practice ke liye, kabhi bhi. No pressure!","Chat with Sia Now","Sia se baat karein","Friendly","AI Tutor (Sia)","ai_tutor","1"
"Inactive_Social_Learners_Day_14_Social_Influence_T5","1","inactive","Day_14","social_influence","Is Pronunciation Holding You Back?","Kya pronunciation rok rahi hai?","We know pronunciation can be tough. Our AI coach helps you speak clearly, confidently.","Pronunciation mushkil lagti hai? Hamara AI coach aapko clear aur confident bolna sikhaega.","Speak Clearly Today","Saaf Bolo Abhi","Empathetic","Pronunciation Coach","pronunciation_coach","1"
"Inactive_Social_Learners_Day_30_Social_Influence_T1","1","inactive","Day_30","social_influence","Unlock Your Speaking Potential Today!","Apni speaking potential unlock karo!","Complete your daily lesson to refine your skills and impress everyone with your fluency.","Aaj ka daily lesson complete karo, skills improve karo aur sabko impress karo.","Start Lesson","Lesson Shuru Karo","Motivational","daily_lessons","daily_lessons","0"
"Inactive_Social_Learners_Day_30_Social_Influence_T2","1","inactive","Day_30","social_influence","Silent in group chats?","Group chats mein chup ho jaate ho?","Sia's instant feedback builds confidence for effortless conversations.","Sia ki instant feedback se confidently bolo, har baat mein chamko.","Practice with Sia","Sia ke saath practice karo","Empathetic","Sia Chat","sia_chat","1"
"Inactive_Social_Learners_Day_30_Social_Influence_T3","1","inactive","Day_30","social_influence","What's New in Your Learning Journey?","Aapki learning journey mein kya naya hai?","A quick daily lesson will show you your progress and what your friends are up to!","Ek quick daily lesson se apni progress dekho aur friends se connect karo!","Check Progress","Progress Dekho","Friendly","progress_reports","daily_lessons","0"
"Inactive_Social_Learners_Day_30_Social_Influence_T4","1","inactive","Day_30","social_influence","Level Up Your English!","Apni English level up karo!","See your rank on the weekly leaderboard. Challenge yourself & rise!","Weekly leaderboard par apni rank dekho. Khud ko challenge karo & aage badho!","Check Rankings","Rank dekho","Motivational","Leaderboards","leaderboard","1"
"Inactive_Social_Learners_Day_30_Social_Influence_T5","1","inactive","Day_30","social_influence","Reclaim Your Top Spot!","Apni jagah wapas pao!","Your friends are climbing the leaderboard. Practice now to boost your rank!","Aapke dost leaderboard pe aage badh rahe hain. Abhi practice karo, rank badhao!","See My Rank","Meri Rank Dekho","Motivational","Leaderboards","leaderboards","1"
"Paid_Social_Achiever_Week_1_Creativity_and_Feedback_T1","2","paid","Week_1","accomplishment","See Your Rank, Boost Your Skills!","Apna Rank Dekho, Skills Badhao!","Your weekly progress includes your leaderboard position. Compete, get feedback, and climb higher.","Aapki weekly progress mein leaderboard rank bhi hai. Compete karo, feedback lo, aur upar chadho.","Check Leaderboards","Leaderboard Dekho","Motivational","progress_reports","leaderboards","0"
"Paid_Social_Achiever_Week_1_Creativity_and_Feedback_T2","2","paid","Week_1","accomplishment","Need a practice buddy?","Practice buddy chahiye?","Sia is ready to chat 24/7. Practice English anytime, no pressure!","Sia 24/7 chat ke liye ready hai. Bina pressure English bolo.","Chat with Sia now!","Sia se chat karo!","Friendly","Sia Chat","sia_chat","1"
"Paid_Social_Achiever_Week_1_Creativity_and_Feedback_T3","2","paid","Week_1","accomplishment","Level Up Your Career!","Career mein aage badho!","Master real-world English scenarios. Practice for job interviews & presentations.","Real-world English scenarios mein expert bano. Interview aur presentations ki practice karo.","Start Practicing Now","Abhi Practice Karein","Motivational","Role-Based Practice","role_based_practice","1"
"Paid_Social_Achiever_Week_1_Creativity_and_Feedback_T4","2","paid","Week_1","accomplishment","Unlock Your Career Potential!","Career mein aage badho!","Practice real-world scenarios like interviews. Speak confidently for success.","Interviews jaise real scenarios practice karo. Confidently bolo, success paao.","Start Role Practice","Role Practice shuru karo","Motivational","Role-Based Practice","role_based_practice","1"
"Paid_Social_Achiever_Week_1_Creativity_and_Feedback_T5","2","paid","Week_1","accomplishment","See Your Current Rank!","Apna Rank Abhi Dekho!","Boost your vocabulary, boost your rank! Check where you stand among peers.","Vocabulary badhao, rank badhao! Dekho peers mein kahan ho.","View Leaderboard","Leaderboard Dekho","Supportive","vocabulary_builder","leaderboards","0"
"Paid_Social_Achiever_Week_2_Creativity_and_Feedback_T1","2","paid","Week_2","accomplishment","Amazing! You Earned a New Badge!","Shaandaar! Aapne naya badge jeeta!","Celebrate your progress! See your latest achievement & claim your reward.","Apni progress celebrate karein! Apna naya achievement dekhein aur reward paayein.","Claim Your Badge","Apna Badge Lein","Celebratory","Badges & Achievements","badges_achievements","1"
"Paid_Social_Achiever_Week_2_Creativity_and_Feedback_T2","2","paid","Week_2","accomplishment","Reach the Top, Earn Your Glory!","Top Par Pahucho, Glory Kamao!","Imagine the thrill of seeing your name on top. Your next achievement awaits on the leaderboards.","Socho top par apna naam dekhne ka thrill. Aapka next achievement leaderboards par wait kar raha hai.","Climb Ranks Now","Abhi Ranks Climb Karo","Encouraging","badges_achievements","leaderboards","0"
"Paid_Social_Achiever_Week_2_Creativity_and_Feedback_T3","2","paid","Week_2","accomplishment","Leaderboard Live! Your Rank Awaits","Leaderboard Live! Apna Rank Dekho","See where you stand against others. Compete to earn coins and climb the ranks!","Dekho kahan ho tum sabse aage. Coins jeeto aur upar chadho!","Check My Leaderboard","Leaderboard Dekho","Motivational","Leaderboards","leaderboards","1"
"Paid_Social_Achiever_Week_2_Creativity_and_Feedback_T4","2","paid","Week_2","accomplishment","Unlock Career Success: Practice Real-World English!","Career mein aage badho: Real-world English practice!","Master job interviews, presentations. Speak confidently for your future. Start now!","Job interviews, presentations mein master bano. Future ke liye confidently bolo. Abhi shuru karo!","Start Role-Play Practice","Role-Play Practice Shuru Karein","Motivational","Role-Based Practice","role_based_practice","1"
"Paid_Social_Achiever_Week_2_Creativity_and_Feedback_T5","2","paid","Week_2","accomplishment","See Your Current Rank!","Apna Rank Abhi Dekho!","Boost your vocabulary, boost your rank! Check where you stand among peers.","Vocabulary badhao, rank badhao! Dekho peers mein kahan ho.","View Leaderboard","Leaderboard Dekho","Supportive","vocabulary_builder","leaderboards","0"
"Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","2","paid","Week_4","accomplishment","You're on the Leaderboard!","Aap Leaderboard par ho!","Celebrate your progress! See your rank and inspire others.","Apni progress celebrate karo! Rank dekho aur doosron ko inspire karo.","See My Rank","Meri Rank Dekho","Celebratory","Leaderboards","leaderboards","1"
"Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","2","paid","Week_4","accomplishment","Awesome! New Achievement Unlocked!","Jabardast! Naya Achievement Unlock Hua!","You've earned a special badge! Check it out & celebrate your progress.","Aapne ek special badge jeeta hai! Dekho aur apni progress celebrate karo.","See Your Badge!","Apna Badge Dekho!","Celebratory","Badges & Achievements","badges_achievements","1"
"Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","2","paid","Week_4","accomplishment","Where Do You Stand This Week?","Is Week Aap Kahan Ho?","Check the leaderboards to see your current rank and how many coins you can earn by competing.","Leaderboards dekho apna current rank aur kitne coins jeet sakte ho compete karke.","Find My Rank","Apna Rank Dekho","Friendly","coins","leaderboards","0"
"Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","2","paid","Week_4","accomplishment","Climb the Ranks!","Rank Badhao!","Your friends are making progress. See your live rank & join the climb!","Aapke dost aage badh rahe hain. Abhi apna rank dekho aur competition mein aao!","See Live Ranks","Live Ranks Dekho","Celebratory","leaderboards","leaderboards","1"
"Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T5","2","paid","Week_4","accomplishment","Leaderboard's Live! Check Your Rank Now.","Leaderboard Live Hai! Apna Rank Dekho.","The competition is live! See your rank & challenge yourself to climb higher.","Competition chal rahi hai! Apna rank dekho aur upar aane ka challenge lo.","Check Leaderboard Now","Abhi Leaderboard Dekho","Motivational","leaderboards","leaderboards","1"
"Inactive_Socialite_Day_1_Scarcity_and_Impatience_T1","3","inactive","Day_1","scarcity","See Your Leaderboard Rank Now!","अभी अपना लीडरबोर्ड रैंक देखो!","Check where you stand among others and strategize your climb. Don't miss your chance!","देखो तुम दूसरों में कहाँ हो और अपनी चढ़ाई की स्ट्रैटेजी बनाओ। मौका मत छोड़ो!","View Ranking","रैंकिंग देखो","Motivational","leaderboards","leaderboards","0"
"Inactive_Socialite_Day_1_Scarcity_and_Impatience_T2","3","inactive","Day_1","scarcity","Leaderboard's Live! Climb Higher!","लीडरबोर्ड लाइव है! ऊपर चढ़ो!","Your current rank is waiting. Challenge yourself, overtake peers, and secure your spot today!","तुम्हारी करेंट रैंक इंतज़ार कर रही है। खुद को चैलेंज करो, दोस्तों को पछाड़ो, और आज ही अपनी जगह पक्की करो!","Check Your Rank","अपनी रैंक देखो","Encouraging","Leaderboards","leaderboards","1"
"Inactive_Socialite_Day_1_Scarcity_and_Impatience_T3","3","inactive","Day_1","scarcity","Curious About Your Rank?","अपनी रैंक के बारे में जानना है?","The leaderboard is live! See your current position before it changes. Don't wait!","लीडरबोर्ड लाइव है! अपनी करेंट पोजीशन देखो इससे पहले कि वो बदल जाए। इंतज़ार मत करो!","Find Out Now","अभी पता करो","Friendly","leaderboards","leaderboards","0"
"Inactive_Socialite_Day_1_Scarcity_and_Impatience_T4","3","inactive","Day_1","scarcity","Your Daily English Boost Awaits!","आपका डेली इंग्लिश बूस्ट है तैयार!","Just 15 minutes can sharpen your speaking skills. Start today!","बस 15 मिनट आपकी इंग्लिश स्पीकिंग सुधार सकते हैं। आज ही शुरू करें!","Start Lesson Now","अभी लेसन शुरू करें","Encouraging","Daily Lessons","daily_lessons","1"
"Inactive_Socialite_Day_1_Scarcity_and_Impatience_T5","3","inactive","Day_1","scarcity","Leaderboard Update: Climb Higher!","लीडरबोर्ड अपडेट: और ऊपर चढ़ो!","Your new rank is live! See how you compare & plan your climb to the top.","तुम्हारी नई रैंक लाइव है! देखो तुम कहाँ हो और टॉप पर पहुँचने का प्लान बनाओ।","Climb the Leaderboard","लीडरबोर्ड पर चढ़ो","Motivational","leaderboards","leaderboards","1"
"Inactive_Socialite_Day_7_Scarcity_and_Impatience_T1","3","inactive","Day_7","scarcity","Time to Reclaim Your Rank!","अपनी रैंक वापस पाने का समय!","Don't let others pass you. Check this week's leaderboard & strategize your comeback.","दूसरों को आगे निकलने मत दो। इस हफ़्ते का लीडरबोर्ड देखो और अपनी वापसी की स्ट्रैटेजी बनाओ।","View Leaderboard","लीडरबोर्ड देखो","Motivational","Leaderboards","leaderboards","1"
"Inactive_Socialite_Day_7_Scarcity_and_Impatience_T2","3","inactive","Day_7","scarcity","Leaderboard Challenge: Reach Top 10!","लीडरबोर्ड चैलेंज: टॉप 10 में आओ!","Your rivals are climbing. Check your rank now and start your comeback!","तुम्हारे प्रतिद्वंद्वी आगे बढ़ रहे हैं। अभी अपनी रैंक देखो और वापसी करो!","Climb the Leaderboard","लीडरबोर्ड पर चढ़ो","Encouraging","leaderboards","leaderboards","1"
"Inactive_Socialite_Day_7_Scarcity_and_Impatience_T3","3","inactive","Day_7","scarcity","Your Leaderboard Rank is Waiting!","आपकी लीडरबोर्ड रैंक इंतज़ार कर रही है!","The weekly rankings are LIVE. See if you're still ahead or if others have passed you!","वीकली रैंकिंग्स LIVE हैं। देखो, क्या आप अभी भी आगे हो या कोई आपसे आगे निकल गया है!","Check My Rank","मेरी रैंक देखो","Motivational","leaderboards","leaderboards","1"
"Inactive_Socialite_Day_7_Scarcity_and_Impatience_T4","3","inactive","Day_7","scarcity","Friends are climbing! See your rank.","दोस्त आगे बढ़ रहे हैं! अपनी रैंक देखो।","Your friends are gaining ranks fast. A quick practice can boost yours today!","तुम्हारे दोस्त तेज़ी से रैंक बढ़ा रहे हैं. आज ही प्रैक्टिस करके अपनी रैंक ऊपर लाओ!","View Leaderboard Now","अभी लीडरबोर्ड देखो","Supportive","leaderboards","leaderboards","1"
"Inactive_Socialite_Day_7_Scarcity_and_Impatience_T5","3","inactive","Day_7","scarcity","Ready to Chat? Sia's Waiting!","Baat karne ko ready? Sia wait kar rahi hai!","Practice English without pressure. Your AI friend is always here.","Bina pressure English practice karo. Tumhari AI friend hamesha yahan hai.","Chat with Sia","Sia se baat karo","Friendly","Sia Chat","sia_chat","1"
"Inactive_Socialite_Day_14_Scarcity_and_Impatience_T1","3","inactive","Day_14","scarcity","Your Rank is Dropping! Act Fast!","आपका रैंक गिर रहा है! जल्दी करो!","The weekly leaderboard resets soon. See your position & climb up!","साप्ताहिक लीडरबोर्ड जल्द ही रीसेट होगा। अपनी पोजीशन देखो और ऊपर चढ़ो!","Check Ranking Now","अभी रैंकिंग देखो","Motivational","Leaderboards","leaderboards","1"
"Inactive_Socialite_Day_14_Scarcity_and_Impatience_T2","3","inactive","Day_14","scarcity","Ready to Climb? Check Your Leaderboard Now!","ऊपर चढ़ने को तैयार? अपना लीडरबोर्ड अभी देखो!","See your rank, challenge friends. Boost your English with quick practice.","अपनी रैंक देखो, दोस्तों को चैलेंज करो। फ़टाफ़ट प्रैक्टिस से इंग्लिश सुधारो।","View Leaderboard","लीडरबोर्ड देखो","Motivational","leaderboards","leaderboards","1"
"Inactive_Socialite_Day_14_Scarcity_and_Impatience_T3","3","inactive","Day_14","scarcity","Ready to Climb? Check Leaderboard Now!","ऊपर चढ़ने को तैयार? लीडरबोर्ड देखो!","Your skills can take you to the top. See your rank and challenge yourself!","आपकी स्किल्स आपको टॉप पर ले जा सकती हैं। अपनी रैंक देखो और खुद को चैलेंज करो!","View My Rank","मेरी रैंक देखें","Motivational","Leaderboards","leaderboards","1"
"Inactive_Socialite_Day_14_Scarcity_and_Impatience_T4","3","inactive","Day_14","scarcity","Ready to Climb? Your Rank Awaits!","अपनी रैंक बढ़ाएं! तैयार हैं?","See your position on the leaderboard. Challenge yourself to reach new heights this week.","लीडरबोर्ड पर अपनी जगह देखें। इस हफ़्ते और ऊपर चढ़ें!","View Leaderboard","लीडरबोर्ड देखें","Motivational","Leaderboards","leaderboards","1"
"Inactive_Socialite_Day_14_Scarcity_and_Impatience_T5","3","inactive","Day_14","scarcity","Leaderboard Update: Your New Rank!","लीडरबोर्ड अपडेट: अपनी नई रैंक!","See your updated weekly rank! Don't miss your chance to climb up. Practice now.","अपनी अपडेटेड हफ़्ते की रैंक देखो! ऊपर चढ़ने का मौका मत छोड़ो। अभी प्रैक्टिस करो।","View My Rank","अपनी रैंक देखो","Motivational","Leaderboards","leaderboards","1"
"Inactive_Socialite_Day_30_Scarcity_and_Impatience_T1","3","inactive","Day_30","scarcity","See Your Leaderboard Rank Now!","अभी अपना लीडरबोर्ड रैंक देखो!","Check where you stand among others and strategize your climb. Don't miss your chance!","देखो तुम दूसरों में कहाँ हो और अपनी चढ़ाई की स्ट्रैटेजी बनाओ। मौका मत छोड़ो!","View Ranking","रैंकिंग देखो","Motivational","leaderboards","leaderboards","0"
"Inactive_Socialite_Day_30_Scarcity_and_Impatience_T2","3","inactive","Day_30","scarcity","Climb the Leaderboard! Your Spot Awaits.","लीडरबोर्ड पर चढ़ो! तुम्हारा स्पॉट इंतज़ार कर रहा है।","Your rivals are climbing too. Check your rank and reach the top!","तुम्हारे rivals भी आगे बढ़ रहे हैं। अपनी रैंक देखो और टॉप पर पहुंचो!","View Leaderboard","लीडरबोर्ड देखो","Motivational","Leaderboards","leaderboards","1"
"Inactive_Socialite_Day_30_Scarcity_and_Impatience_T3","3","inactive","Day_30","scarcity","Curious About Your Rank?","अपनी रैंक के बारे में जानना है?","The leaderboard is live! See your current position before it changes. Don't wait!","लीडरबोर्ड लाइव है! अपनी करेंट पोजीशन देखो इससे पहले कि वो बदल जाए। इंतज़ार मत करो!","Find Out Now","अभी पता करो","Friendly","leaderboards","leaderboards","0"
